ticker,open,close,adj_close,low,high,volume,date
QQQ,38.34375,38.296875,45.274543762207,37.7109375,38.3671875,5232000,1999-03-10
QQQ,38.578125,38.484375,45.4961929321289,37.734375,38.800761222839334,9688600,1999-03-11
QQQ,38.34375,37.546875,44.3878784179688,37.2421875,38.3671875,8743600,1999-03-12
QQQ,37.828125,38.625,45.662437438964794,37.4296875,38.671875,6369000,1999-03-15
QQQ,38.7890625,38.953125,46.0503463745117,38.3671875,39.1171875,4905800,1999-03-16
QQQ,38.953125,38.671875,45.7178764343262,38.5546875,39.0,3965000,1999-03-17
QQQ,38.625,39.421875,46.6045074462891,38.613261222839334,39.4453125,4848400,1999-03-18
QQQ,39.9375,38.4140625,45.4130706787109,38.390625,39.9375,7160400,1999-03-19
QQQ,38.578125,37.9453125,44.8589096069336,37.875,38.671875,5024800,1999-03-22
QQQ,37.734375,36.609375,43.279579162597706,36.5390625,37.875,10962400,1999-03-23
QQQ,36.9375,37.8515625,44.7480888366699,36.375,37.875,8447000,1999-03-24
QQQ,38.4375,39.234375,46.38285827636721,38.18553829193115,39.234375,8133800,1999-03-25
QQQ,38.90625,38.8125,45.884098052978494,38.6484375,39.3515625,8256200,1999-03-26
QQQ,39.28125,40.21875,47.5465812683105,39.046875,40.2421875,5113800,1999-03-29
QQQ,40.171875,39.9375,47.214080810546896,39.7734375,40.5,4940600,1999-03-30
QQQ,40.59375,39.3515625,46.521389007568395,39.234375,40.640625,8256600,1999-03-31
QQQ,40.5,40.171875,47.4911575317383,39.515625,40.546875,8715800,1999-04-01
QQQ,40.82223701477047,41.625,49.2090263366699,40.5703125,41.683573722839334,5697200,1999-04-05
QQQ,41.578125,41.707011222839334,49.305992126464794,41.2265625,42.1640625,7522400,1999-04-06
QQQ,42.09375,41.2734375,48.793426513671896,40.3828125,42.1875,11923600,1999-04-07
QQQ,41.203125,41.6015625,49.1813278198242,40.359375,41.800761222839334,7952400,1999-04-08
QQQ,41.53125,41.859375,49.4861183166504,41.4140625,41.953125,4946800,1999-04-09
QQQ,40.875,41.578125,49.153629302978494,40.828125,41.859375,10934000,1999-04-12
QQQ,41.8359375,41.015625,48.488639831543,40.6875,41.9296875,9962200,1999-04-13
QQQ,41.53125,39.609375,46.826171875,39.38085079193115,41.578125,21253800,1999-04-14
QQQ,39.75,40.1484375,47.463443756103494,38.34375,40.21286201477047,17650600,1999-04-15
QQQ,40.0546875,38.9765625,46.07804107666021,38.765625,40.0546875,17274000,1999-04-16
QQQ,39.234375,37.1484375,43.9168586730957,36.75585079193115,39.5625,19460600,1999-04-19
QQQ,36.984375,37.9921875,44.9143218994141,36.6328125,38.296875,17413600,1999-04-20
QQQ,38.34375,39.8671875,47.1309585571289,37.828125,39.890625,10940400,1999-04-21
QQQ,40.2421875,40.9453125,48.4055099487305,39.97848701477047,41.0625,13630600,1999-04-22
QQQ,40.734375,41.484375,49.042789459228494,40.3125,41.7890625,7064400,1999-04-23
QQQ,41.765625,42.43942451477047,50.1718597412109,41.63085079193115,42.75,5421000,1999-04-26
QQQ,42.75,41.7890625,49.4029884338379,41.25585079193115,42.9609375,16482800,1999-04-27
QQQ,41.4375,40.359375,47.71280670166021,40.17772579193115,41.578125,7676800,1999-04-28
QQQ,40.171875,40.03125,47.3249015808105,39.1875,40.40625,19148200,1999-04-29
QQQ,40.59375,40.2890625,47.6296882629395,38.859375,40.8046875,15295200,1999-04-30
QQQ,40.171875,40.078125,47.3803291320801,39.40428829193115,40.3359375,11109800,1999-05-03
QQQ,40.1484375,39.4453125,46.6322212219238,39.2109375,40.78125,15428400,1999-05-04
QQQ,39.46875,40.640625,48.0453071594238,38.2734375,40.640625,12642600,1999-05-05
QQQ,40.265625,39.1640625,46.29972076416021,38.7890625,40.6171875,15173400,1999-05-06
